facility_id,facility_name,state,condition,discharges,err,predicted_rate,expected_rate,readmissions,worse_than_expected
020001,PROVIDENCE ALASKA MEDICAL CENTER,AK,Bypass Surgery (CABG),183,0.9377,9.0915,9.6957,15,0
020001,PROVIDENCE ALASKA MEDICAL CENTER,AK,Pneumonia (PN),276,0.9801,14.2429,14.5316,38,0
020001,PROVIDENCE ALASKA MEDICAL CENTER,AK,Heart Attack (AMI),406,0.8683,10.0745,11.6019,34,0
020001,PROVIDENCE ALASKA MEDICAL CENTER,AK,COPD,142,0.9306,17.1378,18.4152,19,0
020001,PROVIDENCE ALASKA MEDICAL CENTER,AK,Heart Failure (HF),473,0.9086,17.2975,19.0372,75,0
020001,PROVIDENCE ALASKA MEDICAL CENTER,AK,Hip/Knee Replacement,,0.9344,5.2156,5.5815,,0
020006,MAT-SU REGIONAL MEDICAL CENTER,AK,Pneumonia (PN),307,0.9419,15.9741,16.9589,45,0
020006,MAT-SU REGIONAL MEDICAL CENTER,AK,Hip/Knee Replacement,,1.0287,6.6738,6.4876,,1
020006,MAT-SU REGIONAL MEDICAL CENTER,AK,COPD,116,0.9014,15.994,17.7433,11,0
020006,MAT-SU REGIONAL MEDICAL CENTER,AK,Heart Attack (AMI),167,1.0635,14.2744,13.422,27,1
020006,MAT-SU REGIONAL MEDICAL CENTER,AK,Heart Failure (HF),258,0.9312,19.0712,20.48,44,0
020008,BARTLETT REGIONAL HOSPITAL,AK,Pneumonia (PN),,0.9563,12.1865,12.7435,,0
020008,BARTLETT REGIONAL HOSPITAL,AK,COPD,51,1.0332,16.9642,16.4194,11,1
020008,BARTLETT REGIONAL HOSPITAL,AK,Heart Failure (HF),68,1.0125,16.3844,16.1823,12,1
020012,FAIRBANKS MEMORIAL HOSPITAL,AK,Pneumonia (PN),154,0.9813,13.1256,13.3764,19,0
020012,FAIRBANKS MEMORIAL HOSPITAL,AK,Heart Failure (HF),144,0.8938,15.865,17.7491,15,0
020012,FAIRBANKS MEMORIAL HOSPITAL,AK,Heart Attack (AMI),,1.0156,11.1351,10.9636,,1
020012,FAIRBANKS MEMORIAL HOSPITAL,AK,COPD,,0.9383,12.9937,13.8484,,0
020012,FAIRBANKS MEMORIAL HOSPITAL,AK,Hip/Knee Replacement,,1.0329,3.645,3.5288,,1
020017,ALASKA REGIONAL HOSPITAL,AK,Bypass Surgery (CABG),,1.0817,9.9634,9.2108,,1
020017,ALASKA REGIONAL HOSPITAL,AK,COPD,75,1.1043,19.4912,17.6508,22,1
020017,ALASKA REGIONAL HOSPITAL,AK,Pneumonia (PN),296,1.0835,16.432,15.1656,54,1
020017,ALASKA REGIONAL HOSPITAL,AK,Heart Failure (HF),226,1.0988,20.8572,18.982,54,1
020017,ALASKA REGIONAL HOSPITAL,AK,Heart Attack (AMI),131,0.9844,11.2772,11.4556,14,0
020017,ALASKA REGIONAL HOSPITAL,AK,Hip/Knee Replacement,427,1.1659,4.9774,4.269,23,1
020018,YUKON KUSKOKWIM DELTA REG HOSPITAL,AK,Pneumonia (PN),,0.9046,12.2177,13.5062,,0
020018,YUKON KUSKOKWIM DELTA REG HOSPITAL,AK,Heart Failure (HF),,0.9884,15.6765,15.8601,,0
020024,CENTRAL PENINSULA GENERAL HOSPITAL,AK,Pneumonia (PN),169,1.0009,15.3481,15.3338,26,1
020024,CENTRAL PENINSULA GENERAL HOSPITAL,AK,Hip/Knee Replacement,,0.7536,3.4719,4.607,,0
020024,CENTRAL PENINSULA GENERAL HOSPITAL,AK,COPD,120,1.1171,19.7889,17.7151,32,1
020024,CENTRAL PENINSULA GENERAL HOSPITAL,AK,Heart Failure (HF),181,1.2271,23.1068,18.8301,57,1
020026,ALASKA NATIVE MEDICAL CENTER,AK,Pneumonia (PN),179,0.9657,13.5492,14.0306,22,0
020026,ALASKA NATIVE MEDICAL CENTER,AK,Heart Failure (HF),124,1.0516,18.8819,17.9553,27,1
020026,ALASKA NATIVE MEDICAL CENTER,AK,Heart Attack (AMI),,0.9474,10.013,10.5683,,0
020026,ALASKA NATIVE MEDICAL CENTER,AK,Hip/Knee Replacement,,0.805,3.3539,4.1662,,0
020026,ALASKA NATIVE MEDICAL CENTER,AK,COPD,,0.9659,18.2364,18.881,,0
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,Heart Attack (AMI),,0.9106,12.2404,13.4419,,0
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,Heart Failure (HF),290,1.0702,23.0685,21.5548,72,1
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,Bypass Surgery (CABG),,0.8275,8.7736,10.6025,,0
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,Pneumonia (PN),239,1.0239,17.3193,16.9157,43,1
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,COPD,,0.9951,16.4343,16.5151,,0
030006,TUCSON MEDICAL CENTER,AZ,Pneumonia (PN),599,0.9873,14.4982,14.6841,86,0
030006,TUCSON MEDICAL CENTER,AZ,Heart Failure (HF),628,1.1397,20.781,18.234,140,1
030006,TUCSON MEDICAL CENTER,AZ,COPD,188,0.9884,16.4095,16.6028,30,0
030006,TUCSON MEDICAL CENTER,AZ,Hip/Knee Replacement,186,1.1705,5.4806,4.6822,12,1
030006,TUCSON MEDICAL CENTER,AZ,Bypass Surgery (CABG),,0.94,9.0359,9.613,,0
030006,TUCSON MEDICAL CENTER,AZ,Heart Attack (AMI),314,1.2525,14.2316,11.3621,56,1
030007,VERDE VALLEY MEDICAL CENTER,AZ,COPD,,0.8955,14.474,16.1637,,0
030007,VERDE VALLEY MEDICAL CENTER,AZ,Heart Failure (HF),167,0.8909,16.8679,18.9345,20,0
030007,VERDE VALLEY MEDICAL CENTER,AZ,Pneumonia (PN),252,0.8669,11.9608,13.7967,21,0
030007,VERDE VALLEY MEDICAL CENTER,AZ,Heart Attack (AMI),73,1.0567,12.6559,11.9767,12,1
030010,ST. MARY'S HOSPITAL,AZ,COPD,,1.0287,15.0346,14.6155,,1
030010,ST. MARY'S HOSPITAL,AZ,Pneumonia (PN),195,0.993,14.5956,14.6985,28,0
030010,ST. MARY'S HOSPITAL,AZ,Bypass Surgery (CABG),,0.9939,10.9774,11.0452,,0
030010,ST. MARY'S HOSPITAL,AZ,Heart Failure (HF),169,0.9997,18.3558,18.3614,31,0
030010,ST. MARY'S HOSPITAL,AZ,Heart Attack (AMI),184,1.023,13.5077,13.2038,26,1
030011,ST JOSEPH'S HOSPITAL,AZ,Heart Failure (HF),150,0.9977,18.1104,18.1525,27,0
030011,ST JOSEPH'S HOSPITAL,AZ,COPD,,1.0074,15.693,15.5784,,1
030011,ST JOSEPH'S HOSPITAL,AZ,Hip/Knee Replacement,,0.9612,4.9449,5.1443,,0
030011,ST JOSEPH'S HOSPITAL,AZ,Pneumonia (PN),215,0.9507,13.6242,14.331,26,0
030011,ST JOSEPH'S HOSPITAL,AZ,Heart Attack (AMI),121,1.0497,12.8711,12.2621,18,1
030012,YAVAPAI REGIONAL MEDICAL CENTER,AZ,Heart Failure (HF),483,1.0576,18.6356,17.6209,94,1
030012,YAVAPAI REGIONAL MEDICAL CENTER,AZ,Pneumonia (PN),687,1.0532,13.7789,13.0835,98,1
030012,YAVAPAI REGIONAL MEDICAL CENTER,AZ,COPD,209,0.9326,13.8214,14.8204,24,0
030012,YAVAPAI REGIONAL MEDICAL CENTER,AZ,Bypass Surgery (CABG),129,1.0627,10.4113,9.7967,15,1
030012,YAVAPAI REGIONAL MEDICAL CENTER,AZ,Hip/Knee Replacement,,0.927,4.6272,4.9914,,0
030012,YAVAPAI REGIONAL MEDICAL CENTER,AZ,Heart Attack (AMI),410,0.8589,9.3486,10.8841,31,0
030013,YUMA REGIONAL MEDICAL CENTER,AZ,Heart Attack (AMI),283,0.9285,11.9171,12.8353,30,0
030013,YUMA REGIONAL MEDICAL CENTER,AZ,Bypass Surgery (CABG),,0.8942,9.4323,10.5478,,0
030013,YUMA REGIONAL MEDICAL CENTER,AZ,COPD,158,0.9788,15.5211,15.857,23,0
030013,YUMA REGIONAL MEDICAL CENTER,AZ,Hip/Knee Replacement,,1.0112,6.2363,6.1671,,1
030013,YUMA REGIONAL MEDICAL CENTER,AZ,Pneumonia (PN),575,0.9457,14.2035,15.0198,78,0
030013,YUMA REGIONAL MEDICAL CENTER,AZ,Heart Failure (HF),530,1.1265,20.4546,18.1572,117,1
030014,HONOR HEALTH JOHN C. LINCOLN MEDICAL CENTER,AZ,Heart Failure (HF),222,1.0705,19.8571,18.5487,49,1
030014,HONOR HEALTH JOHN C. LINCOLN MEDICAL CENTER,AZ,Pneumonia (PN),335,0.9124,13.1214,14.3819,38,0
030014,HONOR HEALTH JOHN C. LINCOLN MEDICAL CENTER,AZ,COPD,,0.9785,16.7793,17.148,,0
030014,HONOR HEALTH JOHN C. LINCOLN MEDICAL CENTER,AZ,Hip/Knee Replacement,,1.0012,5.614,5.6071,,1
030014,HONOR HEALTH JOHN C. LINCOLN MEDICAL CENTER,AZ,Heart Attack (AMI),104,0.9855,12.2465,12.4273,12,0
030016,BANNER CASA GRANDE MEDICAL CENTER,AZ,Pneumonia (PN),329,1.0745,16.471,15.3286,59,1
030016,BANNER CASA GRANDE MEDICAL CENTER,AZ,Heart Failure (HF),197,1.0672,19.4575,18.2317,43,1
030016,BANNER CASA GRANDE MEDICAL CENTER,AZ,Heart Attack (AMI),,0.9997,9.8574,9.8601,,0
030016,BANNER CASA GRANDE MEDICAL CENTER,AZ,COPD,,1.0108,13.9585,13.8091,,1
030022,VALLEYWISE HEALTH MEDICAL CENTER,AZ,Pneumonia (PN),,1.0176,14.6565,14.4034,,1
030022,VALLEYWISE HEALTH MEDICAL CENTER,AZ,Heart Failure (HF),38,1.0638,19.7462,18.5614,12,1
030023,FLAGSTAFF MEDICAL CENTER,AZ,Pneumonia (PN),260,1.0491,14.565,13.8834,41,1
030023,FLAGSTAFF MEDICAL CENTER,AZ,COPD,,0.9565,14.2098,14.8562,,0
030023,FLAGSTAFF MEDICAL CENTER,AZ,Hip/Knee Replacement,,0.9117,4.4674,4.9002,,0
030023,FLAGSTAFF MEDICAL CENTER,AZ,Heart Attack (AMI),169,0.9336,10.2713,11.002,14,0
030023,FLAGSTAFF MEDICAL CENTER,AZ,Heart Failure (HF),295,0.9976,19.7194,19.7662,58,0
030023,FLAGSTAFF MEDICAL CENTER,AZ,Bypass Surgery (CABG),,1.0499,10.0907,9.6114,,1
030024,ST JOSEPHS HOSPITAL AND MEDICAL CENTER,AZ,Pneumonia (PN),241,1.0131,14.994,14.7996,37,1
030024,ST JOSEPHS HOSPITAL AND MEDICAL CENTER,AZ,Heart Attack (AMI),184,0.9788,13.0881,13.371,23,0
030024,ST JOSEPHS HOSPITAL AND MEDICAL CENTER,AZ,COPD,108,1.0173,14.6274,14.378,17,1
030024,ST JOSEPHS HOSPITAL AND MEDICAL CENTER,AZ,Bypass Surgery (CABG),,1.0649,10.3145,9.6856,,1
030024,ST JOSEPHS HOSPITAL AND MEDICAL CENTER,AZ,Heart Failure (HF),189,0.9678,19.2473,19.8885,34,0
030030,ABRAZO CENTRAL CAMPUS,AZ,Pneumonia (PN),74,1.0229,15.5245,15.1774,13,1
030030,ABRAZO CENTRAL CAMPUS,AZ,Heart Failure (HF),,0.9673,19.553,20.2148,,0
030036,CHANDLER REGIONAL MEDICAL CENTER,AZ,Heart Failure (HF),694,0.9304,18.3266,19.6967,122,0
030036,CHANDLER REGIONAL MEDICAL CENTER,AZ,Bypass Surgery (CABG),163,1.0055,9.73,9.6766,16,1
030036,CHANDLER REGIONAL MEDICAL CENTER,AZ,Heart Attack (AMI),396,1.0949,13.9811,12.7693,60,1
030036,CHANDLER REGIONAL MEDICAL CENTER,AZ,Pneumonia (PN),707,0.9155,14.9781,16.3613,100,0
030036,CHANDLER REGIONAL MEDICAL CENTER,AZ,COPD,173,0.9499,17.2114,18.1191,26,0
030038,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,AZ,Hip/Knee Replacement,,0.8595,3.9635,4.6114,,0
030038,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,AZ,Heart Failure (HF),387,1.06,19.5874,18.4783,80,1
030038,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,AZ,COPD,110,0.9674,16.737,17.3003,16,0
030038,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,AZ,Pneumonia (PN),438,1.023,15.408,15.0609,69,1
030038,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,AZ,Heart Attack (AMI),132,1.0426,12.8003,12.277,19,1
030043,CANYON VISTA MEDICAL CENTER,AZ,Pneumonia (PN),301,1.0555,14.4482,13.6882,47,1
030043,CANYON VISTA MEDICAL CENTER,AZ,Hip/Knee Replacement,,0.9551,5.326,5.5763,,0
030043,CANYON VISTA MEDICAL CENTER,AZ,Heart Failure (HF),172,1.0009,18.5686,18.5526,32,1
030043,CANYON VISTA MEDICAL CENTER,AZ,Heart Attack (AMI),99,1.0669,10.9087,10.2243,14,1
030043,CANYON VISTA MEDICAL CENTER,AZ,COPD,89,1.0169,15.5041,15.2467,15,1
030055,KINGMAN REGIONAL MEDICAL CENTER,AZ,Heart Failure (HF),263,1.007,19.2004,19.0667,51,1
030055,KINGMAN REGIONAL MEDICAL CENTER,AZ,COPD,,0.951,14.2499,14.984,,0
030055,KINGMAN REGIONAL MEDICAL CENTER,AZ,Heart Attack (AMI),,0.9308,13.0717,14.0439,,0
030055,KINGMAN REGIONAL MEDICAL CENTER,AZ,Pneumonia (PN),363,1.0141,15.172,14.9609,56,1
030061,BANNER BOSWELL MEDICAL CENTER,AZ,Hip/Knee Replacement,,0.9001,5.3719,5.9683,,0
030061,BANNER BOSWELL MEDICAL CENTER,AZ,COPD,224,0.9815,16.672,16.9865,36,0
030061,BANNER BOSWELL MEDICAL CENTER,AZ,Heart Failure (HF),770,1.0647,21.0911,19.8096,167,1
030061,BANNER BOSWELL MEDICAL CENTER,AZ,Pneumonia (PN),895,1.0319,16.301,15.7963,148,1
030061,BANNER BOSWELL MEDICAL CENTER,AZ,Heart Attack (AMI),260,1.0917,14.0562,12.8757,41,1
030061,BANNER BOSWELL MEDICAL CENTER,AZ,Bypass Surgery (CABG),166,1.0321,10.9507,10.6097,19,1
030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,AZ,Hip/Knee Replacement,,1.0294,6.657,6.4669,,1
030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,AZ,Heart Failure (HF),175,0.9655,16.2632,16.8449,26,0
030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,AZ,COPD,,0.9404,11.9054,12.6595,,0
030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,AZ,Heart Attack (AMI),,1.0202,9.6928,9.5008,,1
030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,AZ,Pneumonia (PN),244,0.9911,12.9413,13.0577,31,0
030064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,AZ,Heart Failure (HF),215,0.9175,19.6792,21.4481,36,0
030064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,AZ,COPD,,0.9748,16.3372,16.7597,,0
030064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,AZ,Pneumonia (PN),316,0.9674,17.1762,17.7555,52,0
030064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,AZ,Heart Attack (AMI),125,0.9832,13.4904,13.7205,16,0
030064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,AZ,Bypass Surgery (CABG),,0.9283,10.4378,11.2438,,0
030065,BANNER DESERT MEDICAL CENTER,AZ,Pneumonia (PN),619,1.1307,17.8738,15.8076,119,1
030065,BANNER DESERT MEDICAL CENTER,AZ,COPD,130,1.0177,18.9941,18.6641,26,1
030065,BANNER DESERT MEDICAL CENTER,AZ,Heart Failure (HF),333,0.976,18.2403,18.6892,59,0
030065,BANNER DESERT MEDICAL CENTER,AZ,Heart Attack (AMI),207,1.0183,12.6018,12.3755,27,1
030065,BANNER DESERT MEDICAL CENTER,AZ,Bypass Surgery (CABG),,1.0219,9.6221,9.4164,,1
030069,HAVASU REGIONAL MEDICAL CENTER,AZ,Heart Failure (HF),218,1.0174,19.6104,19.2741,44,1
030069,HAVASU REGIONAL MEDICAL CENTER,AZ,COPD,147,0.9997,17.0216,17.0267,25,0
030069,HAVASU REGIONAL MEDICAL CENTER,AZ,Hip/Knee Replacement,,0.8585,5.0162,5.8428,,0
030069,HAVASU REGIONAL MEDICAL CENTER,AZ,Pneumonia (PN),241,1.0129,15.0031,14.8127,37,1
030069,HAVASU REGIONAL MEDICAL CENTER,AZ,Bypass Surgery (CABG),77,1.037,14.2846,13.7753,12,1
030069,HAVASU REGIONAL MEDICAL CENTER,AZ,Heart Attack (AMI),185,0.9938,12.0612,12.1369,22,0
030071,FORT DEFIANCE INDIAN HOSPITAL,AZ,Heart Failure (HF),,1.0421,19.9609,19.1545,,1
030071,FORT DEFIANCE INDIAN HOSPITAL,AZ,Pneumonia (PN),,1.0397,11.608,11.1645,,1
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,AZ,Pneumonia (PN),,0.945,12.0512,12.7531,,0
030083,ABRAZO SCOTTSDALE CAMPUS,AZ,Pneumonia (PN),163,0.9049,13.8592,15.3164,16,0
030083,ABRAZO SCOTTSDALE CAMPUS,AZ,Hip/Knee Replacement,,0.9647,4.2528,4.4085,,0
030083,ABRAZO SCOTTSDALE CAMPUS,AZ,COPD,,0.9412,15.7549,16.7389,,0
030083,ABRAZO SCOTTSDALE CAMPUS,AZ,Heart Failure (HF),63,1.0001,19.032,19.0294,12,1
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,AZ,Pneumonia (PN),82,1.0551,10.6106,10.0569,12,1
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,AZ,Heart Failure (HF),,1.0329,16.4194,15.8967,,1
030085,NORTHWEST MEDICAL CENTER,AZ,Hip/Knee Replacement,,0.9234,5.0433,5.4614,,0
030085,NORTHWEST MEDICAL CENTER,AZ,Heart Failure (HF),438,0.9584,17.1233,17.8659,72,0
030085,NORTHWEST MEDICAL CENTER,AZ,Bypass Surgery (CABG),119,1.0329,9.3933,9.0942,12,1
030085,NORTHWEST MEDICAL CENTER,AZ,Heart Attack (AMI),279,0.996,10.8237,10.8675,30,0
030085,NORTHWEST MEDICAL CENTER,AZ,Pneumonia (PN),364,0.9113,13.1963,14.4815,42,0
030085,NORTHWEST MEDICAL CENTER,AZ,COPD,94,1.0291,16.9487,16.4695,18,1
030087,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,AZ,Hip/Knee Replacement,,1.0251,4.7182,4.6027,,1
030087,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,AZ,Heart Failure (HF),745,1.0378,19.3729,18.6664,147,1
030087,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,AZ,COPD,127,1.0635,17.715,16.6577,27,1
030087,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,AZ,Pneumonia (PN),689,1.0559,15.299,14.4884,109,1
030087,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,AZ,Bypass Surgery (CABG),139,1.1982,10.3798,8.6628,19,1
030087,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,AZ,Heart Attack (AMI),287,1.0043,12.1212,12.0699,35,1
030088,BANNER BAYWOOD MEDICAL CENTER,AZ,Pneumonia (PN),821,0.9228,14.5362,15.7516,114,0
030088,BANNER BAYWOOD MEDICAL CENTER,AZ,Heart Failure (HF),361,0.9907,19.3019,19.484,69,0
030088,BANNER BAYWOOD MEDICAL CENTER,AZ,COPD,152,0.9019,15.447,17.1263,16,0
030088,BANNER BAYWOOD MEDICAL CENTER,AZ,Hip/Knee Replacement,,1.039,6.5483,6.3025,,1
030089,BANNER THUNDERBIRD MEDICAL CENTER,AZ,COPD,121,1.0189,17.8763,17.5455,23,1
030089,BANNER THUNDERBIRD MEDICAL CENTER,AZ,Pneumonia (PN),578,1.0071,16.6993,16.5822,97,1
030089,BANNER THUNDERBIRD MEDICAL CENTER,AZ,Heart Failure (HF),392,0.9232,19.0878,20.6765,69,0
030089,BANNER THUNDERBIRD MEDICAL CENTER,AZ,Heart Attack (AMI),148,1.0136,13.7237,13.5399,21,1
030089,BANNER THUNDERBIRD MEDICAL CENTER,AZ,Bypass Surgery (CABG),,0.9526,10.2034,10.711,,0
030092,HONORHEALTH DEER VALLEY MEDICAL CENTER,AZ,Hip/Knee Replacement,,1.2114,6.3195,5.2166,,1
030092,HONORHEALTH DEER VALLEY MEDICAL CENTER,AZ,Heart Failure (HF),349,1.0534,20.4076,19.374,75,1
030092,HONORHEALTH DEER VALLEY MEDICAL CENTER,AZ,COPD,89,1.0243,17.1545,16.7472,17,1
030092,HONORHEALTH DEER VALLEY MEDICAL CENTER,AZ,Heart Attack (AMI),158,1.0147,12.1937,12.0165,20,1
030092,HONORHEALTH DEER VALLEY MEDICAL CENTER,AZ,Pneumonia (PN),385,0.9732,15.2766,15.6973,57,0
030092,HONORHEALTH DEER VALLEY MEDICAL CENTER,AZ,Bypass Surgery (CABG),,1.1604,10.5257,9.0704,,1
030093,BANNER DEL E. WEBB MEDICAL CENTER,AZ,Hip/Knee Replacement,,0.8558,5.8608,6.8483,,0
030093,BANNER DEL E. WEBB MEDICAL CENTER,AZ,COPD,223,1.0316,18.2539,17.6951,43,1
030093,BANNER DEL E. WEBB MEDICAL CENTER,AZ,Heart Failure (HF),740,0.9646,19.0011,19.6981,138,0
030093,BANNER DEL E. WEBB MEDICAL CENTER,AZ,Pneumonia (PN),1054,1.0877,17.0138,15.6417,185,1
030093,BANNER DEL E. WEBB MEDICAL CENTER,AZ,Heart Attack (AMI),277,0.9993,11.9268,11.9357,33,0
030094,ABRAZO ARROWHEAD HOSPITAL,AZ,Hip/Knee Replacement,,0.9477,4.3324,4.5717,,0
030094,ABRAZO ARROWHEAD HOSPITAL,AZ,Heart Failure (HF),423,1.0098,19.4552,19.2664,83,1
030094,ABRAZO ARROWHEAD HOSPITAL,AZ,COPD,60,1.0175,16.267,15.9867,11,1
030094,ABRAZO ARROWHEAD HOSPITAL,AZ,Heart Attack (AMI),339,1.028,13.159,12.8011,46,1
030094,ABRAZO ARROWHEAD HOSPITAL,AZ,Bypass Surgery (CABG),150,1.0222,10.2899,10.0663,16,1
030094,ABRAZO ARROWHEAD HOSPITAL,AZ,Pneumonia (PN),322,0.9792,15.6537,15.9863,49,0
030101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,AZ,Heart Failure (HF),183,0.9718,19.7227,20.2952,34,0
030101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,AZ,Hip/Knee Replacement,,0.9317,4.076,4.3749,,0
030101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,AZ,COPD,103,1.0444,17.3301,16.5935,21,1
030101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,AZ,Heart Attack (AMI),157,0.9899,11.7853,11.9052,18,0
030101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,AZ,Pneumonia (PN),180,0.9604,14.8175,15.4277,24,0
030103,MAYO CLINIC HOSPITAL,AZ,Heart Failure (HF),986,0.919,18.8761,20.5391,180,0
030103,MAYO CLINIC HOSPITAL,AZ,Hip/Knee Replacement,157,1.152,6.602,5.7311,12,1
030103,MAYO CLINIC HOSPITAL,AZ,COPD,145,0.917,17.5071,19.0915,19,0
030103,MAYO CLINIC HOSPITAL,AZ,Pneumonia (PN),1085,0.9254,15.5037,16.7533,163,0
030103,MAYO CLINIC HOSPITAL,AZ,Bypass Surgery (CABG),91,1.0827,10.9369,10.1015,12,1
030103,MAYO CLINIC HOSPITAL,AZ,Heart Attack (AMI),253,1.0191,13.4536,13.2018,35,1
030105,BANNER HEART HOSPITAL,AZ,Heart Failure (HF),429,0.9019,16.3698,18.1493,63,0
030105,BANNER HEART HOSPITAL,AZ,Pneumonia (PN),,0.9771,15.6283,15.9954,,0
030105,BANNER HEART HOSPITAL,AZ,Heart Attack (AMI),423,0.9856,11.0436,11.2047,46,0
030105,BANNER HEART HOSPITAL,AZ,Bypass Surgery (CABG),190,1.1004,10.8029,9.8176,23,1
030107,ARIZONA SPINE AND JOINT HOSPITAL,AZ,Hip/Knee Replacement,705,0.7975,3.4799,4.3633,22,0
030108,THE CORE INSTITUTE SPECIALTY HOSP,AZ,Hip/Knee Replacement,,1.0051,4.7365,4.7123,,1
030110,ABRAZO WEST CAMPUS,AZ,Heart Failure (HF),192,0.9599,19.2448,20.0488,34,0
030110,ABRAZO WEST CAMPUS,AZ,COPD,,0.9767,15.3546,15.7206,,0
030110,ABRAZO WEST CAMPUS,AZ,Pneumonia (PN),319,1.0396,15.8074,15.2057,53,1
030110,ABRAZO WEST CAMPUS,AZ,Heart Attack (AMI),148,1.0025,11.4018,11.3729,17,1
030111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,AZ,Pneumonia (PN),123,0.9679,16.4327,16.9777,18,0
030111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,AZ,Heart Failure (HF),81,0.9937,20.3223,20.4503,16,0
030111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,AZ,Heart Attack (AMI),,1.0419,18.379,17.6403,,1
030111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,AZ,COPD,,0.9924,21.7117,21.877,,0
030112,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL,AZ,Hip/Knee Replacement,261,1.2591,5.131,4.075,16,1
030113,WHITERIVER PHS INDIAN HOSPITAL,AZ,Pneumonia (PN),,0.969,8.8519,9.1348,,0
030114,ORO VALLEY HOSPITAL,AZ,Hip/Knee Replacement,,0.7985,4.058,5.0818,,0
030114,ORO VALLEY HOSPITAL,AZ,Heart Failure (HF),315,0.9694,16.8816,17.4149,51,0
030114,ORO VALLEY HOSPITAL,AZ,Heart Attack (AMI),,1.0231,10.6788,10.438,,1
030114,ORO VALLEY HOSPITAL,AZ,Pneumonia (PN),349,0.9838,12.6191,12.8266,43,0
030114,ORO VALLEY HOSPITAL,AZ,COPD,,0.9355,13.8375,14.792,,0
030115,BANNER ESTRELLA MEDICAL CENTER,AZ,Heart Failure (HF),303,1.0283,20.4477,19.8841,64,1
030115,BANNER ESTRELLA MEDICAL CENTER,AZ,COPD,72,1.0232,17.1642,16.7755,14,1
030115,BANNER ESTRELLA MEDICAL CENTER,AZ,Pneumonia (PN),304,1.0038,16.363,16.3007,50,1
030115,BANNER ESTRELLA MEDICAL CENTER,AZ,Bypass Surgery (CABG),,1.0156,10.3821,10.2227,,1
030115,BANNER ESTRELLA MEDICAL CENTER,AZ,Heart Attack (AMI),,0.9489,12.0963,12.7474,,0
030117,VALLEY VIEW MEDICAL CENTER,AZ,Heart Failure (HF),,0.9768,16.285,16.6718,,0
030117,VALLEY VIEW MEDICAL CENTER,AZ,COPD,,1.0003,14.2215,14.2169,,1
030117,VALLEY VIEW MEDICAL CENTER,AZ,Pneumonia (PN),,0.9673,13.1533,13.5982,,0
030119,MERCY GILBERT MEDICAL CENTER,AZ,Pneumonia (PN),502,0.996,15.7909,15.855,79,0
030119,MERCY GILBERT MEDICAL CENTER,AZ,Hip/Knee Replacement,,0.9824,5.8575,5.9625,,0
030119,MERCY GILBERT MEDICAL CENTER,AZ,Heart Failure (HF),459,1.0685,21.5966,20.2116,104,1
